article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
0683287001,683287,BD Anderson check,259,Shirt,Garment Upper body,1010004,Check,73,Dark Blue,4,Dark,2,Blue,5731,Shirt,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1011,Shirts,"Checked shirt in a soft viscose and cotton blend with a button-down collar, classic front and yoke at the back. Long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Slightly longer at the back. Regular fit – a classic fit with good room for movement and a gently tapered waist to create a comfortable, tailored silhouette."
0683995006,683995,Petite Kendall RW Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,7,Medium,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"5-pocket jeans in washed superstretch denim with hard-worn details, a regular waist, zip fly and button and super-skinny legs with raw-edge hems."
0684019005,684019,TRINA frill top,255,T-shirt,Garment Upper body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"Long-sleeved top in soft, organic cotton jersey with a decorative frill over the shoulders."
0684021012,684021,Wow printed tee 6.99,255,T-shirt,Garment Upper body,1010008,Front print,51,Light Pink,1,Dusty Light,4,Pink,5882,Jersey Fancy,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,T-shirt in soft cotton jersey with a round neckline and a print motif.
0684021014,684021,Wow printed tee 6.99,255,T-shirt,Garment Upper body,1010008,Front print,7,Grey,2,Medium Dusty,12,Grey,5882,Jersey Fancy,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,T-shirt in soft cotton jersey with a round neckline and a print motif.
0684021053,684021,Wow printed tee 6.99,255,T-shirt,Garment Upper body,1010008,Front print,11,Off White,1,Dusty Light,-1,Unknown,5882,Jersey Fancy,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,T-shirt in soft cotton jersey with a round neckline and a print motif.
0684021068,684021,Wow printed tee 6.99,255,T-shirt,Garment Upper body,1010014,Placement print,12,Light Beige,1,Dusty Light,11,Beige,5882,Jersey Fancy,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,T-shirt in soft cotton jersey with a round neckline and a print motif.
0684021070,684021,Wow printed tee 6.99,255,T-shirt,Garment Upper body,1010014,Placement print,9,Black,4,Dark,5,Black,5882,Jersey Fancy,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,T-shirt in soft cotton jersey with a round neckline and a print motif.
0684037001,684037,Sugar Dress,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,"Long-sleeved dress in patterned jersey made from recycled polyester. V-neck with a sewn-in wrapover at the top, and a seam with smocking under the bust and at the cuffs."
0684040002,684040,Bonnie,254,Top,Garment Upper body,1010017,Stripe,8,Dark Grey,2,Medium Dusty,12,Grey,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,"Long-sleeved top in soft jersey with a wide neckline, gently dropped shoulders and gathers in the sides for best fit."
0684083001,684083,AK PICKLES sweater,252,Sweater,Garment Upper body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,4020,AK Tops Jersey & Woven,D,Divided,2,Divided,70,Divided Asia keys,1005,Jersey Fancy,"Long-sleeved jumper in a soft chenille rib knit in a wide, slightly boxy style with low dropped shoulders and wide ribbing around the neckline, cuffs and hem."
0684105002,684105,Kiev Suede Coat,262,Jacket,Garment Upper body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Straight-cut coat in soft imitation suede with a small stand-up collar, patch front pockets and a detachable tie belt at the waist. No fasteners."
0684210003,684210,Maria throw-on,245,Cardigan,Garment Upper body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Cardigan in a soft, textured-knit cotton blend with dropped shoulders, long sleeves and concealed pockets in the side seams. No buttons."
0684305002,684305,Greta basic ballerina,86,Ballerinas,Shoes,1010016,Solid,10,White,3,Light,9,White,4321,Young Girl Shoes,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,Ballet pumps with a decorative bow at the front. Satin linings and insoles and thermoplastic rubber (TPR) soles.
0684547001,684547,Embroidered statement knit,252,Sweater,Garment Upper body,1010007,Embroidery,73,Dark Blue,4,Dark,2,Blue,5884,Knitwear,F,Menswear,3,Menswear,55,Contemporary Street,1003,Knitwear,"Jumper in a soft rib knit with text embroidery on the front, dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem."
0684588002,684588,Yen.,258,Blouse,Garment Upper body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Short-sleeved top in a viscose crêpe weave with a round neckline, an opening with a concealed button at the back of the neck and a rounded hem. Slightly longer at the back."
0684588007,684588,Yen.,258,Blouse,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Short-sleeved top in a viscose crêpe weave with a round neckline, an opening with a concealed button at the back of the neck and a rounded hem. Slightly longer at the back."
0685044011,685044,Calgary Long Cardigan,245,Cardigan,Garment Upper body,1010010,Melange,52,Pink,2,Medium Dusty,4,Pink,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Cardigan in a soft, fine knit containing some wool with low dropped shoulders, long sleeves, front pockets and ribbing at the cuffs and hem."
0685089006,685089,Calamare Pants,272,Trousers,Garment Lower body,1010001,All over pattern,13,Beige,2,Medium Dusty,11,Beige,1649,Trousers DS,D,Divided,2,Divided,58,Divided Selected,1009,Trousers,"Trousers in sturdy jersey with an elasticated waist and straight, wide legs."
0685101001,685101,Tora LS,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,"Short, fitted dress in soft organic cotton jersey with a round neck, long sleeves and gathered side seams for a more comfortable fit over the tummy."
0685156001,685156,CE Canvas Sequins dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,7020,Conscious Exclusive,A,Ladieswear,1,Ladieswear,82,Special Collections,1023,Special Offers,"CONSCIOUS EXCLUSIVE. Short, sequined dress made from recycled polyester in a straight style with wide grosgrain shoulder straps and a V-neck at the back with ties at the top. Lined."
0685165001,685165,Polly fancy pencil case,66,Bag,Accessories,1010001,All over pattern,61,Light Purple,3,Light,6,Lilac Purple,3948,Other Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Pencil case in patterned, shimmering metallic imitation leather with a zip at the top. Lined. Size 5x6x20 cm."
0685430001,685430,Melody,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"V-neck tunic in a viscose weave with a small stand-up collar, flap chest pockets and a double-layer yoke with a pleat at the back. Long sleeves with buttoned cuffs, and a rounded hem."
0685454001,685454,Bootcut Denim,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Slim-fit jeans in washed stretch denim with fake front pockets, real back pockets and legs that flare gently at the hem. Wide ribbing at the waist for optimum comfort."
0685600026,685600,GREG SOLID,59,Swimwear bottom,Swimwear,1010016,Solid,93,Dark Green,2,Medium Dusty,19,Green,9984,Swimwear,F,Menswear,3,Menswear,26,Men Underwear,1018,Swimwear,"Swim shorts in woven fabric with an elasticated drawstring waist, fake fly, side pockets and short legs with slits in the sides. Soft mesh inner shorts."
0685602040,685602,TOM SOLID,59,Swimwear bottom,Swimwear,1010016,Solid,51,Light Pink,3,Light,4,Pink,9984,Swimwear,F,Menswear,3,Menswear,26,Men Underwear,1018,Swimwear,"Swim shorts in woven fabric with an elasticated, drawstring waist, side pockets and a welt back pocket with a hook and loop fastening. Mesh inner shorts."
0685604040,685604,TOM FANCY,59,Swimwear bottom,Swimwear,1010001,All over pattern,9,Black,4,Dark,5,Black,9984,Swimwear,F,Menswear,3,Menswear,26,Men Underwear,1018,Swimwear,"Swim shorts in a patterned weave with an elasticated drawstring waist, side pockets and a back pocket with a hook and loop fastening. Mesh inner shorts."
0685604042,685604,TOM FANCY,59,Swimwear bottom,Swimwear,1010001,All over pattern,9,Black,4,Dark,5,Black,9984,Swimwear,F,Menswear,3,Menswear,26,Men Underwear,1018,Swimwear,"Swim shorts in a patterned weave with an elasticated drawstring waist, side pockets and a back pocket with a hook and loop fastening. Mesh inner shorts."
0685616009,685616,JAMIE BLOCKING,59,Swimwear bottom,Swimwear,1010005,Colour blocking,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,9984,Swimwear,F,Menswear,3,Menswear,26,Men Underwear,1018,Swimwear,"Swim shorts in a block-coloured stretch weave with lacing and elastication at the waist, a fly with a hook and loop fastening and side pockets. Soft mesh inner shorts."
0685671002,685671,ALEX 2-p tights,272,Trousers,Garment Lower body,1010016,Solid,43,Dark Red,4,Dark,18,Red,6564,Newborn,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1005,Jersey Fancy,Leggings in ribbed organic cotton jersey with wide foldover ribbing at the waist and ribbed hems.
0685811017,685811,Benny Shorts,274,Shorts,Garment Lower body,1010016,Solid,51,Light Pink,7,Medium,4,Pink,5832,Light Basic Jersey,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,"Shorts in sweatshirt fabric with an elasticated drawstring waist, side pockets and a back pocket. Soft brushed inside."
0685813027,685813,PETAR SWEATSHIRT,252,Sweater,Garment Upper body,1010016,Solid,91,Light Green,1,Dusty Light,19,Green,5833,Heavy Basic Jersey,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,"Top in soft sweatshirt fabric. Slightly looser fit with dropped shoulders and ribbing around the neckline, cuffs and hem. Soft brushed inside."
0685813028,685813,PETAR SWEATSHIRT,252,Sweater,Garment Upper body,1010016,Solid,71,Light Blue,1,Dusty Light,2,Blue,5833,Heavy Basic Jersey,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,"Top in soft sweatshirt fabric. Slightly looser fit with dropped shoulders and ribbing around the neckline, cuffs and hem. Soft brushed inside."
0685813040,685813,PETAR SWEATSHIRT,252,Sweater,Garment Upper body,1010016,Solid,93,Dark Green,4,Dark,19,Green,5833,Heavy Basic Jersey,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,"Top in soft sweatshirt fabric. Slightly looser fit with dropped shoulders and ribbing around the neckline, cuffs and hem. Soft brushed inside."
0685813042,685813,PETAR SWEATSHIRT,252,Sweater,Garment Upper body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,5833,Heavy Basic Jersey,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,"Top in soft sweatshirt fabric. Slightly looser fit with dropped shoulders and ribbing around the neckline, cuffs and hem. Soft brushed inside."
0685814008,685814,Richie Regular Hood,308,Hoodie,Garment Upper body,1010016,Solid,43,Dark Red,4,Dark,18,Red,5833,Heavy Basic Jersey,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,"Hoodie in sweatshirt fabric made from a cotton blend. Relaxed fit with a lined, drawstring hood, long sleeves, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
0685814045,685814,RICHIE HOOD,308,Hoodie,Garment Upper body,1010016,Solid,52,Pink,7,Medium,4,Pink,5833,Heavy Basic Jersey,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,"Hoodie in sweatshirt fabric made from a cotton blend. Relaxed fit with a lined, drawstring hood, long sleeves, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
0685821001,685821,BLAIRE CN UNIQ,259,Shirt,Garment Upper body,1010017,Stripe,72,Blue,7,Medium,2,Blue,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Striped shirt in an airy cotton weave with a collar, buttons down the front and a yoke at the back. Dropped shoulders, long sleeves with wide, buttoned cuffs, and a rounded hem."
0686030005,686030,Adan sneaker,94,Sneakers,Shoes,1010016,Solid,81,Light Turquoise,1,Dusty Light,19,Green,3828,Sneakers,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Trainers in imitation suede with lacing at the front, fabric linings and insoles and thermoplastic rubber (TPR) soles. Height of sole approx. 3.5 cm."
0686071002,686071,R-neck Tasker,252,Sweater,Garment Upper body,1010026,Other structure,43,Dark Red,2,Medium Dusty,13,Brown,5831,Knitwear,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1003,Knitwear,"Jumper in a textured, premium cotton knit with long raglan sleeves and ribbing around the neckline, cuffs and hem."
0686072001,686072,SB Skeleton Dino,277,Costumes,Garment Full body,1010014,Placement print,9,Black,4,Dark,5,Black,4216,Dress-up Boys,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1019,Accessories,"Fancy dress costume in jersey with a matching mask, a zip and chin guard at the front and a detachable tail with a hook and loop fastener. Mask with elastication at the back and a hook and loop fastener at the front."
0686108001,686108,MERRY xmas dress,265,Dress,Garment Full body,1010001,All over pattern,42,Red,7,Medium,18,Red,6555,Baby Girl Woven,G,Baby Sizes 50-98,4,Baby/Children,40,Baby Girl,1006,Woven/Jersey/Knitted mix Baby,"Sleeveless dress in a patterned weave with a round neckline, buttons at the back, a seam at the top and a flared skirt. Lined at the top."
0686201001,686201,Christmas Fairisle Beanie,75,Hat/beanie,Accessories,1010022,Jacquard,9,Black,4,Dark,5,Black,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Hat in a soft, fine, patterned knit with a pompom on top, a wide turn-up at the hem and detachable pile beard."
0686269003,686269,Family Hood Ladies,308,Hoodie,Garment Upper body,1010008,Front print,7,Grey,1,Dusty Light,12,Grey,7848,Boys Local Relevance,H,Children Sizes 92-140,4,Baby/Children,48,Kids Local Relevance,1023,Special Offers,Top in sweatshirt fabric with a lined drawstring hood and ribbing at the cuffs and hem. Soft brushed inside.
0686356004,686356,SW Kiwi UV suit,57,Swimsuit,Swimwear,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,2950,Baby Toys/Acc,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1019,Accessories,"Patterned swimsuit with a small stand-up collar, zip with a chin guard at the front, 3/4-length sleeves and short legs. Lined. UPF 50."
0686466004,686466,Panteon knitted jumper,252,Sweater,Garment Upper body,1010022,Jacquard,9,Black,4,Dark,5,Black,1648,Knitwear,A,Ladieswear,1,Ladieswear,18,Womens Trend,1003,Knitwear,"Oversized jumper knitted in a soft wool blend with wide ribbing around the neckline, cuffs and hem. Slightly longer at the back."
0686474001,686474,Kate Skatedress Rib,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Short dress in ribbed jersey with a slightly wider neckline, 3/4-length sleeves, a seam at the waist and a bell-shaped skirt. Unlined."
0686507002,686507,LILY cardigan,245,Cardigan,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,6526,Baby Girl Knitwear,G,Baby Sizes 50-98,4,Baby/Children,40,Baby Girl,1003,Knitwear,"Cardigan in fine-knit cotton with moss-knit stripes, buttons down the front and ribbing around the neckline, cuffs and hem."
0686564012,686564,Pat ls bd light solid,259,Shirt,Garment Upper body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,5767,Shirt,F,Menswear,3,Menswear,21,Contemporary Casual,1011,Shirts,"Shirt in airy end-on-end cotton with a button-down collar, classic front and open chest pocket. Long sleeves with adjustable buttoning at the cuffs, a yoke with a pleat and hanger at the back, and a rounded hem. Slightly longer at the back. Regular fit – a classic fit with good room for movement and a gently tapered waist to create a comfortable, tailored silhouette."
0686564022,686564,Pat ls bd light solid (1),259,Shirt,Garment Upper body,1010010,Melange,6,Light Grey,1,Dusty Light,12,Grey,5767,Shirt,F,Menswear,3,Menswear,21,Contemporary Casual,1011,Shirts,"Shirt in airy end-on-end cotton with a button-down collar, classic front and open chest pocket. Long sleeves with adjustable buttoning at the cuffs, a yoke with a pleat and hanger at the back, and a rounded hem. Slightly longer at the back. Regular fit – a classic fit with good room for movement and a gently tapered waist to create a comfortable, tailored silhouette."
0686655001,686655,HYDRA running jkt,262,Jacket,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,8397,Ladies Sport Woven,S,Sport,26,Sport,5,Ladies H&M Sport,1001,Unknown,"Running jacket in fast-drying functional fabric with a zip down the front, hood with an elasticated edge, elasticated cuffs, reflective details and a rounded hem. Slightly longer at the back. Discreet mobile phone pocket with a press-stud at one side, size approx. 9.5x17 cm."
0686655002,686655,HYDRA running jkt,262,Jacket,Garment Upper body,1010005,Colour blocking,20,Other Yellow,5,Bright,8,Yellow,8397,Ladies Sport Woven,S,Sport,26,Sport,5,Ladies H&M Sport,1001,Unknown,"Running jacket in fast-drying functional fabric with a zip down the front, hood with an elasticated edge, elasticated cuffs, reflective details and a rounded hem. Slightly longer at the back. Discreet mobile phone pocket with a press-stud at one side, size approx. 9.5x17 cm."
0686720002,686720,BB Sture softshell TP,262,Jacket,Garment Upper body,1010010,Melange,8,Dark Grey,4,Dark,12,Grey,8852,Young Boy Outdoor,I,Children Sizes 134-170,4,Baby/Children,45,Kids Outerwear,1007,Outdoor,"Softshell jacket in windproof, water-repellent functional fabric with folded seams, a detachable hood and zip down the front. Front pockets and ribbed cuffs. Fleece lining. The jacket has a water-repellent coating without fluorocarbons."
0686732001,686732,Sharaya Strappy Body,254,Top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,V-neck body in soft jersey with narrow shoulder straps and press-studs at the crotch.
0687011002,687011,Pluto Dress,265,Dress,Garment Full body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,2033,Woven Tops,A,Ladieswear,1,Ladieswear,8,Mama,1010,Blouses,"Knee-length, V-neck dress in a patterned viscose crêpe weave. Double-layered yoke with pleats at the top and short butterfly sleeves. Elasticated seam and detachable tie belt under the bust and a flounce at the hem."
0687176004,687176,Margarita Mynta Thong,286,Underwear bottom,Underwear,1010016,Solid,10,White,3,Light,9,White,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Thong briefs in lace and mesh with a low waist, lined gusset, wide sides and string back."
0687270001,687270,Valencia Jumper,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,5963,Tops Knitwear DS,D,Divided,2,Divided,58,Divided Selected,1003,Knitwear,Fitted top in a soft rib knit with a V-neck front and back and long sleeves.
0687335001,687335,Nice LS,252,Sweater,Garment Upper body,1010016,Solid,42,Red,7,Medium,18,Red,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,Jumper in a soft rib knit with a small stand-up collar and cut-out section at the front. Long sleeves with wrapover sections on the shoulders.
0687337002,687337,Cool Ester hoop pk,70,Earring,Accessories,1010016,Solid,3,Silver,3,Light,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Metal hoop earrings in various sizes. Diameter from 3 cm to 4.5 cm.
0687407001,687407,AZELIA plus iphone case,78,Other accessories,Accessories,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,3948,Other Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Hard smartphone case. Fits iPhone 6//7/8 plus.
0687524010,687524,Siri Cardigan,245,Cardigan,Garment Upper body,1010016,Solid,93,Dark Green,4,Dark,19,Green,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Cardigan in a soft knit with dropped shoulders, long sleeves, front pockets and no buttons."
0687534001,687534,Ciara Price hood,308,Hoodie,Garment Upper body,1010008,Front print,73,Dark Blue,4,Dark,2,Blue,7616,Kids Girl Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1005,Jersey Fancy,"Top in lightweight sweatshirt fabric with a motif, wrapover jersey-lined hood and ribbing at the cuffs and hem."
0687601001,687601,PRICE CREW,252,Sweater,Garment Upper body,1010008,Front print,6,Light Grey,1,Dusty Light,12,Grey,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,"Top in soft sweatshirt fabric with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem. Soft brushed inside."
0687635019,687635,Sigge Shorts,274,Shorts,Garment Lower body,1010016,Solid,14,Dark Beige,4,Dark,11,Beige,5832,Light Basic Jersey,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,"Shorts in sweatshirt fabric made from a cotton blend with an elasticated, drawstring waist, side pockets, an open back pocket and raw, roll-edge hems."
0687681001,687681,Conrad Pom Pom Beanie,75,Hat/beanie,Accessories,1010017,Stripe,93,Dark Green,7,Medium,19,Green,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Double-layered hat in a soft, fine knit containing some wool with a pompom on top."
0687734004,687734,BD Richard oxford PQ TVP,259,Shirt,Garment Upper body,1010017,Stripe,72,Blue,3,Light,2,Blue,8617,Shirt S&T,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1011,Shirts,"Shirt in premium cotton Oxford with a button-down collar, French front and yoke at the back. Open chest pocket and a rounded hem. Regular Fit – a classic fit with good room for movement and a gently tapered waist to create a comfortable, tailored silhouette."
0687734012,687734,BD Richard oxford TVP,259,Shirt,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,5731,Shirt,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1011,Shirts,"Shirt in premium cotton Oxford with a button-down collar, French front and yoke at the back. Open chest pocket and a rounded hem. Regular Fit – a classic fit with good room for movement and a gently tapered waist to create a comfortable, tailored silhouette."
0687982001,687982,CLIFF cable knit jumper,252,Sweater,Garment Upper body,1010026,Other structure,42,Red,5,Bright,18,Red,7520,Knitwear,F,Menswear,3,Menswear,28,Men Edition,1003,Knitwear,"Cable-knit jumper in soft wool containing some cashmere with long sleeves and ribbing around the neckline, cuffs and hem."
0688105012,688105,Skirt Mini Bea (1),275,Skirt,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,1773,Denim Other Garments,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"Short skirt in washed cotton denim with a high waist, zip fly and button, front and back pockets and a raw-edge hem."
0688227001,688227,Blow cardigan,252,Sweater,Garment Upper body,1010026,Other structure,9,Black,4,Dark,5,Black,6546,Baby Boy Knitwear,G,Baby Sizes 50-98,4,Baby/Children,41,Baby Boy,1003,Knitwear,"Jumper knitted in soft, garter-stitched cotton with a hood, kangaroo pocket, long raglan sleeves and ribbing at the cuffs and hem."
0688276004,688276,Dirk pull on,272,Trousers,Garment Lower body,1010016,Solid,93,Dark Green,4,Dark,19,Green,5656,Trouser,F,Menswear,3,Menswear,21,Contemporary Casual,1009,Trousers,"Joggers in a cotton weave with a regular, elasticated drawstring waist and fake fly.Side pockets, a zipped back pocket and tapered legs with elastication and a zip at the hems."
0688323001,688323,Trevor Windbreaker,308,Hoodie,Garment Upper body,1010005,Colour blocking,12,Light Beige,1,Dusty Light,11,Beige,5252,Jacket Casual,F,Menswear,3,Menswear,31,Mens Outerwear,1007,Outdoor,"Nylon windbreaker with a mesh-lined drawstring hood, zip down the front, zipped chest pocket, side pockets and an inner pocket. Long sleeves with elasticated cuffs and an elastic drawstring at the hem. Mesh lining."
0688383001,688383,Jackie body,283,Underwear body,Underwear,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,3710,Functional Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","V-neck, microfibre body with a light shaping effect on the waist and bum. Inset lace sections, narrow adjustable shoulder straps, press-studs at the crotch and laser-cut edges at the top and legs for a smooth silhouette. Lined gusset ."
0688404001,688404,Krissy non wire push bra,283,Underwear body,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,3710,Functional Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Microfibre body with a gentle sculpting effect on the waist, hips, back and bum. Push-up bra with underwired, moulded, padded cups for a larger bust and fuller cleavage. Narrow adjustable shoulder straps, an opening and hook-and-eye fastening at the back and laser-cut hems for a smooth silhouette. Lined gusset with a press-stud fastening."
0688458003,688458,Masolo 2-p PJ,297,Pyjama set,Nightwear,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,7932,Young Girl UW/NW,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Pyjamas in soft cotton jersey with a print pattern and a motif. Long-sleeved top with ribbing around the neckline and cuffs and a rounded hem. Bottoms with an elasticated waist and ribbed hems.
0688464007,688464,Princeton shirt TP,259,Shirt,Garment Upper body,1010017,Stripe,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,8757,Young Boy Shirt,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1011,Shirts,"Shirt in a cotton weave with a turn-down collar, buttons down the front, a small embroidered detail on the chest and long sleeves with buttoned cuffs. Contrasting colour in the inside of the collar and cuffs."
0688464021,688464,Princeton shirt TP(1),259,Shirt,Garment Upper body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,8757,Young Boy Shirt,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1011,Shirts,"Shirt in a cotton weave with a turn-down collar, buttons down the front, a small embroidered detail on the chest and long sleeves with buttoned cuffs. Contrasting colour in the inside of the collar and cuffs."
0688474003,688474,Sevilla Dress,265,Dress,Garment Full body,1010016,Solid,43,Dark Red,4,Dark,18,Red,5961,Dresses DS,D,Divided,2,Divided,58,Divided Selected,1013,Dresses Ladies,Fitted dress in a soft rib knit with a V-neck front and back and long raglan sleeves.
0688537005,688537,Simple as that Cheeky Tanga,59,Swimwear bottom,Swimwear,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Fully lined bikini bottoms with a mid waist and cutaway coverage at the back.
0688537029,688537,Simple as that Cheeky Tanga,59,Swimwear bottom,Swimwear,1010001,All over pattern,50,Other Pink,5,Bright,4,Pink,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Fully lined bikini bottoms with a mid waist and cutaway coverage at the back.
0688546001,688546,Meryle Flower Dot,304,Underwear Tights,Socks & Tights,1010021,Lace,9,Black,4,Dark,5,Black,3608,Tights basic,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Lace tights with an elasticated waist.
